calle;calleClean;name;surname;fiabilidad;gender;category;typeofroad;wikipedia;done
Calle de Emilio Moreno Alcañiz;Emilio Moreno Alcañiz;Emilio;Moreno;-2;Male;-;-;;TRUE
Calle Tirso de Molina;Tirso Molina;Tirso;Molina;-2;Male;-;-;;TRUE
Calle de Alfredo Nobel;Alfredo Nobel;Alfredo;Nobel;-2;Male;-;-;;TRUE
Calle de Constantino Gómez de Segura;Constantino Gómez de Segura;Constantino;Gómez;-2;Male;-;-;;TRUE
Calle de Emilio Ostalé Tudela;Emilio Ostalé Tudela;Emilio;Ostalé;-2;Male;-;-;;TRUE
Calle de Isaac Newton;Isaac Newton;Isaac;Newton;-2;Male;-;-;;TRUE
Calle de Lope de Vega;Lope de Vega;Lope;de;-2;Male;-;-;;TRUE
Calle Juan Gallart;Juan Gallart;Juan;Gallart;-2;Male;-;-;;TRUE
Calle de Pilar Aranda;Pilar Aranda;Pilar;Aranda;2;Female;-;-;https://es.wikipedia.org/wiki/Pilar_Aranda_Nicol%C3%A1s;TRUE
Plaza Teodora Lamadrid;Teodora Lamadrid;Teodora;Lamadrid;2;Female;-;-;https://es.wikipedia.org/wiki/Teodora_Lamadrid;TRUE
Calle de Cetina;Cetina;Cetina;;0;Unknown;-;-;;TRUE
Calle Legión Macedónica;Legión Macedónica;Legión;Macedónica;0;Unknown;-;-;;TRUE
Calle Pantaleón Benedí Yago;Pantaleón Benedí Yago;Pantaleón;Benedí;-2;Male;-;-;;TRUE
Calle Legión Victrix;Legión Victrix;Legión;Victrix;0;Unknown;-;-;;TRUE
Calle Mianos;Mianos;Mianos;;0;Unknown;-;-;;TRUE
Calle de Madre Barat;Madre Barat;Madre;Barat;0;Unknown;-;-;https://es.wikipedia.org/wiki/Magdalena_Sof%C3%ADa_Barat;TRUE
Calle de Luis Pasteur;Luis Pasteur;Luis;Pasteur;-2;Male;-;-;;TRUE
Calle de Guillermo Marconi;Guillermo Marconi;Guillermo;Marconi;-2;Male;-;-;;TRUE
Calle de Homero;Homero;Homero;;-2;Male;-;-;;TRUE
Calle de Antonio Sánchez del Cacho;Antonio Sánchez Cacho;Antonio;Sánchez;-2;Male;-;-;;TRUE
Calle de Mosén José Bosqued;Mosén José Bosqued;Mosén;José;-2;Male;-;-;;TRUE
Calle Conde de Sobradiel;Conde Sobradiel;Conde;Sobradiel;0;Unknown;-;-;;TRUE
Calle de Alejandro Oliván;Alejandro Oliván;Alejandro;Oliván;-2;Male;-;-;;TRUE
Calle Pilar Miró;Pilar Miró;Pilar;Miró;2;Female;-;-;https://es.wikipedia.org/wiki/Pilar_Mir%C3%B3;TRUE
Calle de Brea de Aragón;Brea de Aragón;Brea;de;0;Unknown;-;-;;TRUE
Calle de Julián Sanz Ibáñez;Julián Sanz Ibáñez;Julián;Sanz;-2;Male;-;-;;TRUE
Avenida Madrid;Madrid;Madrid;;0;Unknown;-;-;;TRUE
Avenida de Madrid;Madrid;Madrid;;0;Unknown;-;-;;TRUE
Estación de Servicio Cepsa;Estación de Servicio Cepsa;Estación;de;0;Unknown;-;-;;TRUE
Calle Aconcagua;Aconcagua;Aconcagua;;0;Unknown;-;-;;TRUE
Autovía de Madrid;vía Madrid;vía;Madrid;0;Unknown;-;-;;TRUE
Calle de Francisco Tomás y Valiente;Francisco Tomás y Valiente;Francisco;Tomás;-2;Male;-;-;;TRUE
Calle de Ramiro I de Aragón;Ramiro I de Aragón;Ramiro;I;-2;Male;-;-;;TRUE
Andador Amparo Poch;Andador Amparo Poch;Andador;Amparo;2;Female;-;-;https://es.wikipedia.org/wiki/Amparo_Poch_y_Gasc%C3%B3n;TRUE
Calle de Murero;Murero;Murero;;0;Unknown;-;-;;TRUE
Calle de Celso Emilio Ferreiro;Celso Emilio Ferreiro;Celso;Emilio;-2;Male;-;-;;TRUE
Calle del Poeta Alfonso Carlos Comín Ros;Poeta Alfonso Carlos Comín Ros;Poeta;Alfonso;-2;Male;-;-;;TRUE
Calle del Poeta Celso Emilio Ferreiro;Poeta Celso Emilio Ferreiro;Poeta;Celso;-2;Male;-;-;;TRUE
Calle de Alfonso Carlos Comín Ros;Alfonso Carlos Comín Ros;Alfonso;Carlos;-2;Male;-;-;;TRUE
Calle Marianela García Villas;Marianela García Villas;Marianela;García;2;Female;-;-;https://es.wikipedia.org/wiki/Marianella_Garc%C3%ADa_Villas;TRUE
Calle Madres de la Plaza de Mayo;Madres Plaza Mayo;Madres;Plaza;-2;Female;-;-;https://es.wikipedia.org/wiki/Madres_de_Plaza_de_Mayo;TRUE
Calle de Emilio Alfaro Lapuerta;Emilio Alfaro Lapuerta;Emilio;Alfaro;-2;Male;-;-;;TRUE
Calle Aniñón de la Cañada;Aniñón Cañada;Aniñón;Cañada;0;Unknown;-;-;;TRUE
Calle de Viriato;Viriato;Viriato;;-2;Male;-;-;;TRUE
Calle de Demetrio Galán Bergúa;Demetrio Galán Bergúa;Demetrio;Galán;-2;Male;-;-;;TRUE
Calle de Demetrio Galán Bergua;Demetrio Galán Bergua;Demetrio;Galán;-2;Male;-;-;;TRUE
Calle de San Pascual Bailón;San Pascual Bailón;San;Pascual;-2;Male;-;-;;TRUE
Calle de Agustina Atienza Cobos;Agustina Atienza Cobos;Agustina;Atienza;2;Female;-;-;https://es.wikipedia.org/wiki/Agustina_L%C3%B3pez_de_Osornio;TRUE
Calle de Fray Juan Regla;Fray Juan Regla;Fray;Juan;-2;Male;-;-;;TRUE
Calle de Nuestra Señora de Salz;Nuestra Señora de Salz;Nuestra;Señora;0;Female;-;-;https://es.wikipedia.org/wiki/Nuestra_se%C3%B1ora_Virgen_del_Salz;TRUE
Calle del Escultor Palao;Escultor Palao;Escultor;Palao;0;Unknown;-;-;;TRUE
Calle Garcilaso de la Vega;Garcilaso Vega;Garcilaso;Vega;-2;Male;-;-;;TRUE
Calle de Antonio Mompeón Motos;Antonio Mompeón Motos;Antonio;Mompeón;-2;Male;-;-;;TRUE
Calle de Mosén Andrés Vicente;Mosén Andrés Vicente;Mosén;Andrés;-2;Male;-;-;;TRUE
Calle de Antonio Bravo;Antonio Bravo;Antonio;Bravo;-2;Male;-;-;;TRUE
Calle de José María Salvador Ascaso;José María Salvador Ascaso;José;María;-2;Male;-;-;;TRUE
Calle de Eloy Martínez;Eloy Martínez;Eloy;Martínez;-2;Male;-;-;;TRUE
Calle Ciudadela;Ciudadela;Ciudadela;;0;Unknown;-;-;;TRUE
Calle Panamá;Panamá;Panamá;;0;Unknown;-;-;;TRUE
Calle Océano Atlántico;Océano Atlántico;Océano;Atlántico;0;Unknown;-;-;;TRUE
Calle Ecuador;Ecuador;Ecuador;;0;Unknown;-;-;;TRUE
Plaza de Amazonas;Amazonas;Amazonas;;0;Unknown;-;-;;TRUE
Plaza Mar del Plata;Mar Plata;Mar;Plata;2;Unknown;-;-;;TRUE
Plaza de la Patagonia;Patagonia;Patagonia;;0;Unknown;-;-;;TRUE
Calle de Rubén Darío;Rubén Darío;Rubén;Darío;-2;Male;-;-;;TRUE
Calle de la Pampa;Pampa;Pampa;;0;Unknown;-;-;;TRUE
Calle de los Andes;Andes;Andes;;0;Unknown;-;-;;TRUE
Plaza Araucana;Araucana;Araucana;;0;Unknown;-;-;;TRUE
Plaza Guaraní;Guaraní;Guaraní;;0;Unknown;-;-;;TRUE
Calle del Mar de las Antillas;Mar Antillas;Mar;Antillas;2;Unknown;-;-;;TRUE
Calle de Martín Fierro;Martín Fierro;Martín;Fierro;-2;Male;-;-;;TRUE
Plaza Inca;Inca;Inca;;2;Unknown;-;-;;TRUE
Calle de José Martí;José Martí;José;Martí;-2;Male;-;-;;TRUE
Calle del Roble;Roble;Roble;;0;Unknown;-;-;;TRUE
Calle del Monasterio Nuestra Señora de los Ángeles;Monasterio Nuestra Señora Ángeles;Monasterio;Nuestra;2;Unknown;-;-;;TRUE
Plaza Maya;Maya;Maya;;2;Unknown;-;-;;TRUE
Plaza Azteca;Azteca;Azteca;;0;Unknown;-;-;;TRUE
Calle del Hayedo;Hayedo;Hayedo;;0;Unknown;-;-;;TRUE
Calle del Abedul;Abedul;Abedul;;0;Unknown;-;-;;TRUE
Calle del Ailanto;Ailanto;Ailanto;;0;Unknown;-;-;;TRUE
Avenida de los Álamos;Álamos;Álamos;;0;Unknown;-;-;;TRUE
Calle José Gervasio Artigas;José Gervasio Artigas;José;Gervasio;-2;Male;-;-;;TRUE
Calle de Enrique de Ossó;Enrique de Ossó;Enrique;de;-2;Male;-;-;;TRUE
Calle de Enrique de Osso;Enrique de Osso;Enrique;de;-2;Male;-;-;;TRUE
Glorieta José Escolano;Glorieta José Escolano;Glorieta;José;-2;Male;-;-;;TRUE
Calle de Océano Pacífico;Océano Pacífico;Océano;Pacífico;-2;Male;-;-;;TRUE
Calle de la Villa de Andorra;Villa Andorra;Villa;Andorra;2;Unknown;-;-;;TRUE
Calle de Castellote;Castellote;Castellote;;0;Unknown;-;-;;TRUE
Calle de Montes Buenos Aires;Montes Buenos Aires;Montes;Buenos;2;Unknown;-;-;;TRUE
Calle Terrer;Terrer;Terrer;;0;Unknown;-;-;;TRUE
Calle Garcés del Garro;Garcés Garro;Garcés;Garro;0;Male;-;-;;TRUE
Calle Cañizar del Olivar;Cañizar Olivar;Cañizar;Olivar;0;Unknown;-;-;;TRUE
Calle de Sigüés;Sigüés;Sigüés;;0;Unknown;-;-;;TRUE
Calle Alcalá de la Selva;Alcalá Selva;Alcalá;Selva;2;Unknown;-;-;;TRUE
Calle de Duquesa Villahermosa;Duquesa Villahermosa;Duquesa;Villahermosa;0;Female;-;-;https://es.wikipedia.org/wiki/Mar%C3%ADa_del_Carmen_Azlor_de_Arag%C3%B3n_e_Idi%C3%A1quez;TRUE
Calle de Ramón Salanova;Ramón Salanova;Ramón;Salanova;-2;Male;-;-;;TRUE
Avenida Juan Pablo II;Juan Pablo II;Juan;Pablo;-2;Male;-;-;;TRUE
Avenida del Alcalde Gómez Laguna;AlcalGómez Laguna;AlcalGómez;Laguna;0;Unknown;-;-;;TRUE
Calle Dr. Muñoz Fernández;Dr. Muñoz Fernández;Dr.;Muñoz;0;Unknown;-;-;;TRUE
Andador Francisco Peirona;Andador Francisco Peirona;Andador;Francisco;-2;Male;-;-;;TRUE
Calle Escuelas Pías;Escuelas Pías;Escuelas;Pías;0;Unknown;-;-;;TRUE
Calle Castilla;Castilla;Castilla;;0;Unknown;-;-;;TRUE
Andador Salvatierra de Escá;Andador Salvatierra de Escá;Andador;Salvatierra;0;Unknown;-;-;;TRUE
Andador del Teniente General Quintana Lacacci;Andador del Teniente General Quintana Lacacci;Andador;del;0;Unknown;-;-;;TRUE
Calle Siracusa;Siracusa;Siracusa;;0;Unknown;-;-;;TRUE
Calle San Antonio Abad;San Antonio Abad;San;Antonio;-2;Male;-;-;;TRUE
Calle de Julián Ribera;Julián Ribera;Julián;Ribera;-2;Male;-;-;;TRUE
Calle de Nicanor Villalta;Nicanor Villalta;Nicanor;Villalta;-2;Male;-;-;;TRUE
Calle Celanova;Celanova;Celanova;;0;Unknown;-;-;;TRUE
Calle de Lastanosa;Lastanosa;Lastanosa;;0;Unknown;-;-;;TRUE
Calle Alfamen;Alfamen;Alfamen;;0;Unknown;-;-;;TRUE
Calle de Arias;Arias;Arias;;0;Unknown;-;-;;TRUE
Calle de Pedro II El Católico;Pedro II El Católico;Pedro;II;-2;Male;-;-;;TRUE
Calle Leonardo Torres Quevedo;Leonardo Torres Quevedo;Leonardo;Torres;-2;Male;-;-;;TRUE
Calle Barcelona;Barcelona;Barcelona;;0;Unknown;-;-;;TRUE
Calle Ramón de Campoamor;Ramón Campoamor;Ramón;Campoamor;-2;Male;-;-;;TRUE
Calle Marcos Zapata;Marcos Zapata;Marcos;Zapata;-2;Male;-;-;;TRUE
Plaza de Huesca;Huesca;Huesca;;0;Unknown;-;-;;TRUE
Calle de Pedro Alfonso;Pedro Alfonso;Pedro;Alfonso;-2;Male;-;-;;TRUE
Calle de Santa Teresita;Santa Teresita;Santa;Teresita;2;Female;-;-;https://es.wikipedia.org/wiki/Etna_Teresita_Pascacio_Montijo;TRUE
Calle de San Rafael;San Rafael;San;Rafael;-2;Male;-;-;;TRUE
Calle de Nuestra Señora de Covadonga;Nuestra Señora de Covadonga;Nuestra;Señora;2;Female;-;-;https://es.wikipedia.org/wiki/Nuestra_Se%C3%B1ora_de_la_Soledad;TRUE
Vía Univérsitas;Univérsitas;Univérsitas;;0;Unknown;-;-;;TRUE
Calle de Mariano Carderera;Mariano Carderera;Mariano;Carderera;-2;Male;-;-;;TRUE
Calle de Argel;Argel;Argel;;0;Unknown;-;-;;TRUE
Calle Nuestra Señora de Begoña;Nuestra Señora Begoña;Nuestra;Señora;0;Female;-;-;https://es.wikipedia.org/wiki/Nuestra_Se%C3%B1ora_de_Bego%C3%B1a ;TRUE
Calle Antonio Mompeón Motos;Antonio Mompeón Motos;Antonio;Mompeón;-2;Male;-;-;;TRUE
Calle Roda de Isábena;Roda Isábena;Roda;Isábena;0;Unknown;-;-;;TRUE
Calle Hermanos Gambra;Hermanos Gambra;Hermanos;Gambra;0;Male;-;-;;TRUE
Calle de Tarazona;Tarazona;Tarazona;;0;Unknown;-;-;;TRUE
Calle de Caspe;Caspe;Caspe;;0;Unknown;-;-;;TRUE
Calle de Terminillo;Terminillo;Terminillo;;0;Unknown;-;-;;TRUE
Calle del Conde de la Viñaza;ConViñaza;ConViñaza;;0;Male;-;-;;TRUE
Calle de Constancia de Sicilia;Constancia de Sicilia;Constancia;de;2;Female;-;-;https://es.wikipedia.org/wiki/Constanza_II_de_Sicilia;TRUE
Calle de Borja;Borja;Borja;;-2;Unknown;-;-;;TRUE
Calle Daroca;Daroca;Daroca;;0;Unknown;-;-;;TRUE
Calle de Santa Rita de Casia;Santa Rita de Casia;Santa;Rita;2;Female;-;-;https://es.wikipedia.org/wiki/Margarita_de_Passavant;TRUE
Calle de Domingo Ram;Domingo Ram;Domingo;Ram;-2;Male;-;-;;TRUE
Calle Alcañiz;Alcañiz;Alcañiz;;0;Unknown;-;-;;TRUE
Calle de Bernardino Montañés;Bernardino Montañés;Bernardino;Montañés;-2;Male;-;-;;TRUE
Calle Berenguer de Bardají;Berenguer Bardají;Berenguer;Bardají;-2;Male;-;-;;TRUE
Calle Alagón;Alagón;Alagón;;0;Unknown;-;-;;TRUE
Calle de Santa Orosia;Santa Orosia;Santa;Orosia;2;Female;-;-;https://es.wikipedia.org/wiki/Orosia;TRUE
Paseo de Calanda;Calanda;Calanda;;0;Unknown;-;-;;TRUE
Calle Joaquín Tomeo;Joaquín Tomeo;Joaquín;Tomeo;-2;Male;-;-;;TRUE
Calle de José Echegaray;José Echegaray;José;Echegaray;-2;Male;-;-;;TRUE
Calle Antonio Fleta;Antonio Fleta;Antonio;Fleta;-2;Male;-;-;;TRUE
Calle Nuestra Señora de Bonaria;Nuestra Señora Bonaria;Nuestra;Señora;0;Female;-;-;https://es.wikipedia.org/wiki/Nuestra_Se%C3%B1ora_del_Buen_Aire;TRUE
Calle de Jorge Jordana;Jorge Jordana;Jorge;Jordana;-2;Male;-;-;;TRUE
Calle de Arzobispo Soldevila;Arzobispo Soldevila;Arzobispo;Soldevila;0;Male;-;-;;TRUE
Calle de Antonio Sangenis;Antonio Sangenis;Antonio;Sangenis;-2;Male;-;-;;TRUE
Calle del Padre Manjón;Padre Manjón;Padre;Manjón;0;Male;-;-;;TRUE
Calle Añoa del Busto;Añoa Busto;Añoa;Busto;0;Male;-;-;;TRUE
Calle Pilar Sinués y Navarro;Pilar Sinués y Navarro;Pilar;Sinués;2;Female;-;-;https://es.wikipedia.org/wiki/Mar%C3%ADa_del_Pilar_Sinu%C3%A9s;TRUE
Calle de Don Alonso de Aragón;Don Alonso de Aragón;Don;Alonso;-2;Male;-;-;;TRUE
Calle de Marcelino Unceta;Marcelino Unceta;Marcelino;Unceta;-2;Male;-;-;;TRUE
Calle de Ricardo Monterde;Ricardo Monterde;Ricardo;Monterde;-2;Male;-;-;;TRUE
Calle de la Hermandad de Donantes de Sangre;Hermandad Donantes de Sangre;Hermandad;Donantes;0;Unknown;-;-;;TRUE
Calle Doctor Pérez Serrano;Doctor Pérez Serrano;Doctor;Pérez;-2;Male;-;-;;TRUE
Calle de Jaca;Jaca;Jaca;;0;Unknown;-;-;;TRUE
Calle de Bélgica;Bélgica;Bélgica;;2;Unknown;-;-;;TRUE
Calle de las Delicias;Delicias;Delicias;;2;Unknown;-;-;;TRUE
Calle de Don Pedro de Luna;Don Pedro de Luna;Don;Pedro;-2;Male;-;-;;TRUE
Calle de Martón y Gavín;Martón y Gavín;Martón;y;-2;Male;-;-;;TRUE
Calle de Graus;Graus;Graus;;0;Unknown;-;-;;TRUE
Calle de Bolivia;Bolivia;Bolivia;;2;Unknown;-;-;;TRUE
Calle de Inglaterra;Inglaterra;Inglaterra;;0;Unknown;-;-;;TRUE
Calle de Portugal;Portugal;Portugal;;0;Unknown;-;-;;TRUE
Calle de Oriente;Oriente;Oriente;;0;Unknown;-;-;;TRUE
Calle de Montevideo;Montevideo;Montevideo;;0;Unknown;-;-;;TRUE
Calle del Saliente;Saliente;Saliente;;0;Unknown;-;-;;TRUE
Calle de la Batalla de Clavijo;Batalla Clavijo;Batalla;Clavijo;0;Unknown;-;-;;TRUE
Avenida Juan Carlos I;Juan Carlos I;Juan;Carlos;-2;Male;-;-;;TRUE
Calle Madre Teresa de Calcuta;Madre Teresa Calcuta;Madre;Teresa;2;Female;-;-;https://es.wikipedia.org/wiki/Teresa_de_Calcuta;TRUE
Calle Isabel Ram;Isabel Ram;Isabel;Ram;2;Female;-;-;;TRUE
Plaza de la Convivencia;Convivencia;Convivencia;;0;Unknown;-;-;;TRUE
Andador Aurora Tarragual Beltrán;Andador Aurora Tarragual Beltrán;Andador;Aurora;2;Female;-;-;;TRUE
Calle Álava;Álava;Álava;;0;Unknown;-;-;;TRUE
Calle Fernando Díaz de Mendoza;Fernando Díaz Mendoza;Fernando;Díaz;-2;Male;-;-;;TRUE
Calle Andrés Gay Sangrós;Andrés Gay Sangrós;Andrés;Gay;-2;Male;-;-;;TRUE
Calle María Guerrero;María Guerrero;María;Guerrero;2;Female;-;-;https://es.wikipedia.org/wiki/Mar%C3%ADa_Guerrero;TRUE
Calle Sabiñánigo;Sabiñánigo;Sabiñánigo;;0;Unknown;-;-;;TRUE
Calle de Manuel Coyne Buil;Manuel Coyne Buil;Manuel;Coyne;-2;Male;-;-;;TRUE
Andador Hermanos García Mercadal;Andador Hermanos García Mercadal;Andador;Hermanos;-2;Male;-;-;;TRUE
Calle Olof Palme;Olof Palme;Olof;Palme;0;Male;-;-;;TRUE
Calle de Quinto de Ebro;Quinto de Ebro;Quinto;de;0;Unknown;-;-;;TRUE
Calle Fuentes de Ebro;Fuentes Ebro;Fuentes;Ebro;0;Unknown;-;-;;TRUE
Calle Juan José Trullén;Juan José Trullén;Juan;José;-2;Male;-;-;;TRUE
Calle Rincón del Huerva;Rincón Huerva;Rincón;Huerva;0;Unknown;-;-;;TRUE
Calle Ribera del Jiloca;Ribera Jiloca;Ribera;Jiloca;0;Unknown;-;-;;TRUE
Grupo San Jorge;Grupo San Jorge;Grupo;San;-2;Unknown;-;-;;TRUE
Calle Ribera del Alhama;Ribera Alhama;Ribera;Alhama;0;Unknown;-;-;;TRUE
Calle Pedro Lucas Gallego;Pedro Lucas Gallego;Pedro;Lucas;-2;Male;-;-;;TRUE
Calle de Santa María Reina;Santa María Reina;Santa;María;2;Female;-;-;https://es.wikipedia.org/wiki/Mar%C3%ADa_(madre_de_Jes%C3%BAs);TRUE
Calle La Milagrosa;La Milagrosa;La;Milagrosa;2;Female;-;-;https://es.wikipedia.org/wiki/Capilla_de_Nuestra_Se%C3%B1ora_de_la_Medalla_Milagrosa;TRUE
Calle Rincón del Gállego;Rincón Gállego;Rincón;Gállego;0;Unknown;-;-;;TRUE
Calle Ribera del Jalón;Ribera Jalón;Ribera;Jalón;0;Unknown;-;-;;TRUE
Calle de Manuel Dronda;Manuel Dronda;Manuel;Dronda;-2;Male;-;-;;TRUE
Plaza del Trabajo;Trabajo;Trabajo;;0;Unknown;-;-;;TRUE
Calle de Pedro López de Luna;Pedro López de Luna;Pedro;López;-2;Male;-;-;;TRUE
Calle Lorenzo Calvo de Rozas;Lorenzo Calvo Rozas;Lorenzo;Calvo;-2;Male;-;-;;TRUE
Calle Diego Fecet;Diego Fecet;Diego;Fecet;-2;Male;-;-;;TRUE
Calle de Franco y López;Franco y López;Franco;y;-2;Male;-;-;;TRUE
Calle María Auxiliadora;María Auxiliadora;María;Auxiliadora;2;Female;-;-;https://es.wikipedia.org/wiki/Mar%C3%ADa_Auxiliadora;TRUE
Plaza Santo Domingo Savio;Santo Domingo Savio;Santo;Domingo;-2;Male;-;-;;TRUE
Calle Alcalde Galán Giménez;AlcalGalán Giménez;AlcalGalán;Giménez;0;Male;-;-;;TRUE
Calle Matías Esteban Talayero;Matías Esteban Talayero;Matías;Esteban;-2;Male;-;-;;TRUE
Avenida de San Juan Bosco;San Juan Bosco;San;Juan;-2;Male;-;-;;TRUE
Calle Violante de Hungría;Violante Hungría;Violante;Hungría;2;Male;-;-;;TRUE
Andador de los Tuyibíes;Andador de los Tuyibíes;Andador;de;0;Unknown;-;-;;TRUE
Calle del Jesuita Ignacio Ellacuría;Jesuita Ignacio Ellacuría;Jesuita;Ignacio;-2;Male;-;-;;TRUE
Calle de Domingo Miral;Domingo Miral;Domingo;Miral;-2;Male;-;-;;TRUE
Glorieta de las Banderas;Glorieta de las Banderas;Glorieta;de;0;Unknown;-;-;;TRUE
Calle Escritor Gabriel García Márquez;Escritor Gabriel García Márquez;Escritor;Gabriel;-2;Male;-;-;;TRUE
Calle Emmeline Pankhurst;Emmeline Pankhurst;Emmeline;Pankhurst;0;Female;-;-;https://es.wikipedia.org/wiki/Emmeline_Pankhurst;TRUE
Calle Joaquina Zamora Sarrate;Joaquina Zamora Sarrate;Joaquina;Zamora;2;Male;-;-;;TRUE
Calle Emilia Pardo Bazán;Emilia Pardo Bazán;Emilia;Pardo;2;Female;-;-;https://es.wikipedia.org/wiki/Emilia_Pardo_Baz%C3%A1n;TRUE
Andador Pilar Cuartero Molinero;Andador Pilar Cuartero Molinero;Andador;Pilar;2;Female;-;-;;TRUE
Calle Santiago Lagunas Mayandía;Santiago Lagunas Mayandía;Santiago;Lagunas;-2;Male;-;-;;TRUE
Calle Sor Juana de la Cruz;Sor Juana Cruz;Sor;Juana;2;Female;-;-;https://es.wikipedia.org/wiki/Juana_Cruz;TRUE
Calle de Sáiz de Otero;Sáiz de Otero;Sáiz;de;0;Female;-;-;https://es.wikipedia.org/wiki/Concepci%C3%B3n_Saiz_Otero;TRUE
Calle Concepción Sáiz de Otero;Concepción Sáiz Otero;Concepción;Sáiz;2;Female;-;-;https://es.wikipedia.org/wiki/Concepci%C3%B3n_Saiz_Otero;TRUE
Calle Rosa Chacel;Rosa Chacel;Rosa;Chacel;2;Female;-;-;https://es.wikiquote.org/wiki/Rosa_Chacel;TRUE
Calle de Emilia Pardo Bazán;Emilia Pardo Bazán;Emilia;Pardo;2;Female;-;-;https://es.wikipedia.org/wiki/Emilia_Pardo_Baz%C3%A1n;TRUE
Calle María Espinosa;María Espinosa;María;Espinosa;2;Female;-;-;https://es.wikipedia.org/wiki/Mar%C3%ADa_Espinosa_de_los_Monteros;TRUE
Calle María de Maeztu;María Maeztu;María;Maeztu;2;Female;-;-;https://es.wikipedia.org/wiki/Mar%C3%ADa_de_Maeztu;TRUE
Rotonda Blas Infante;Blas Infante;Blas;Infante;-2;Male;-;-;;TRUE
Calle Clara Campoamor;Clara Campoamor;Clara;Campoamor;2;Female;-;-;https://es.wikiquote.org/wiki/Clara_Campoamor;TRUE
Calle María de Echarri;María Echarri;María;Echarri;2;Female;-;-;https://es.wikipedia.org/wiki/Mar%C3%ADa_de_Echarri;TRUE
Pasarela del Voluntariado;Pasarela del Voluntariado;Pasarela;del;0;Unknown;-;-;;TRUE
Calle María Zayas Sotomayor;María Zayas Sotomayor;María;Zayas;2;Female;-;-;https://es.wikipedia.org/wiki/Mar%C3%ADa_de_Zayas;TRUE
Calle Poeta Rosalía de Castro;Poeta Rosalía Castro;Poeta;Rosalía;2;Female;-;-;https://es.wikipedia.org/wiki/Rosal%C3%ADa_de_Castro;TRUE
Calle Eduardo Jimeno Correas;Eduardo Jimeno Correas;Eduardo;Jimeno;-2;Male;-;-;;TRUE
Andador Paula Montal Fornés;Andador Paula Montal Fornés;Andador;Paula;2;Female;-;-;https://es.wikipedia.org/wiki/Paula_Montal;TRUE
Paseo del Bicentenario de los Sitios de Zaragoza;Bicentenario Sitios Zaragoza;Bicentenario;Sitios;2;Unknown;-;-;https://es.wikipedia.org/wiki/Engracia_de_Zaragoza;TRUE
Calle Batalla de Arapiles;Batalla Arapiles;Batalla;Arapiles;0;Unknown;-;-;;TRUE
Calle de la Batalla de Almansa;Batalla Almansa;Batalla;Almansa;0;Unknown;-;-;;TRUE
Calle de la Batalle de Bailén;Batalle Bailén;Batalle;Bailén;0;Unknown;-;-;;TRUE
Calle de la Almunia de Doña Godina;Almunia Doña Godina;Almunia;Doña;2;Unknown;-;-;;TRUE
Calle Río Guadalope;Calle  Guadalope;Calle;;0;Unknown;-;-;;TRUE
Calle de la Sierra de Vícor;Sierra Vícor;Sierra;Vícor;2;Unknown;-;-;;TRUE
Calle Ainzón;Ainzón;Ainzón;;0;Unknown;-;-;;TRUE
Calle del Padre Consolación;Padre Consolación;Padre;Consolación;2;Male;-;-;;TRUE
Calle de Sariñena;Sariñena;Sariñena;;0;Unknown;-;-;;TRUE
Calle del Padre Landa;Padre Landa;Padre;Landa;0;Male;-;-;;TRUE
Calle del Río Aragón;Calle  Aragón;Calle;;0;Unknown;-;-;;TRUE
Calle de las Cortes;Cortes;Cortes;;2;Unknown;-;-;;TRUE
Calle Río Ésera;Calle  Ésera;Calle;;0;Unknown;-;-;;TRUE
Calle de Juan Bautista del Mazo;Juan Bautista Mazo;Juan;Bautista;-2;Male;-;-;;TRUE
Calle del Río Cinca;Calle  Cinca;Calle;;0;Unknown;-;-;;TRUE
Calle de Villa de Híjar;Villa de Híjar;Villa;de;2;Unknown;-;-;;TRUE
Calle Ciudad de Fraga;Ciudad Fraga;Ciudad;Fraga;0;Unknown;-;-;;TRUE
Calle del Río Ebro;Calle  Ebro;Calle;;0;Unknown;-;-;;TRUE
Calle de la Reina Felicia;Reina Felicia;Reina;Felicia;2;Female;-;-;https://es.wikipedia.org/wiki/Felicia_de_Roucy;TRUE
Calle del Río Duero;Calle  Duero;Calle;;0;Unknown;-;-;;TRUE
Calle del Reino;Reino;Reino;;0;Unknown;-;-;;TRUE
Calle de Braulio Foz;Braulio Foz;Braulio;Foz;-2;Male;-;-;;TRUE
Calle de Pedro I de Aragón;Pedro I de Aragón;Pedro;I;-2;Male;-;-;;TRUE
Andador de Emilio Eiroa García;Andador de Emilio Eiroa García;Andador;de;-2;Male;-;-;;TRUE
Andador del Monasterio de Santa Lucía;Andador del Monasterio de Santa Lucía;Andador;del;2;Unknown;-;-;;TRUE
Andador del Veinte de Diciembre;Andador del Veinte de Diciembre;Andador;del;0;Unknown;-;-;;TRUE
Andador Ignacio Menaya Reinoso;Andador Ignacio Menaya Reinoso;Andador;Ignacio;-2;Male;-;-;;TRUE
Andador de Francisco Íñiguez;Andador de Francisco Íñiguez;Andador;de;-2;Male;-;-;;TRUE
Andador de Al-Muqtadir;Andador de Al-Muqtadir;Andador;de;0;Male;-;-;;TRUE
Calle de la Sierra de Vicor;Sierra Vicor;Sierra;Vicor;2;Unknown;-;-;;TRUE
Calle del Río Guatizalema;Calle  Guatizalema;Calle;;0;Unknown;-;-;;TRUE
